,oid_,state,stateabbrv,county,population,buildvalue,agrivalue,area,risk_score,risk_ratng,risk_spctl,eal_score,eal_ratng,eal_spctl,sovi_score,sovi_ratng,sovi_spctl,resl_score,resl_ratng,resl_spctl,avln_evnts,avln_risks,avln_riskr,cfld_evnts,cfld_risks,cfld_riskr,cwav_evnts,cwav_risks,cwav_riskr,drgt_evnts,drgt_risks,drgt_riskr,erqk_evnts,erqk_risks,erqk_riskr,hail_evnts,hail_risks,hail_riskr,hwav_evnts,hwav_risks,hwav_riskr,hrcn_evnts,hrcn_risks,hrcn_riskr,istm_evnts,istm_risks,istm_riskr,lnds_evnts,lnds_risks,lnds_riskr,ltng_evnts,ltng_risks,ltng_riskr,rfld_evnts,rfld_risks,rfld_riskr,swnd_evnts,swnd_risks,swnd_riskr,trnd_evnts,trnd_risks,trnd_riskr,tsun_evnts,tsun_risks,tsun_riskr,vlcn_evnts,vlcn_risks,vlcn_riskr,wfir_evnts,wfir_risks,wfir_riskr,wntw_evnts,wntw_risks,wntw_riskr,nri_ver,fulllocation,longitude,latitude
34,34,alabama,AL,henry,17074,3.23E+09,140973247,5.74E+02,49.88864143,Relatively Low,35.8208955,49.67502321,Very Low,38.8059702,56.46,Relatively Moderate,0.313432836,35.52,Relatively Low,0.552238806,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1099,87.05059,Relatively Moderate,NA,31.3713013,Very Low,51,27.7760102,Very Low,2.00E+00,36.39835,Relatively Low,26,78.1516375,Relatively Low,15,5.29646902,Very Low,0,51.590106,Relatively Low,1817,62.54826255,Relatively Low,7,23.448934,Very Low,53,21.9535476,Relatively Low,33,62.29716831,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,17.11740375,Very Low,4.00E+00,26.980592,Relatively Low,23-Mar,"henry, alabama",-85.1894,31.44694
35,35,alabama,AL,houston,107125,2.38E+10,79989877,5.88E+02,90.67769647,Relatively Moderate,92.5373134,89.78644383,Relatively Moderate,94.0298507,70.21,Relatively High,0.537313433,64,Relatively High,0.865671642,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,931,91.02768,Relatively Moderate,NA,67.51511295,Relatively Low,45,39.7709195,Very Low,3.00E+00,70.60134,Relatively Low,30,93.5397039,Relatively Moderate,8,19.52031979,Very Low,0,32.444587,Relatively Low,1924,92.88931789,Relatively High,21,90.995864,Relatively Moderate,56,74.8011454,Relatively Moderate,38,94.55933821,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,48.93413936,Very Low,4.00E+00,53.993,Relatively Low,23-Mar,"houston, alabama",-87.25807,34.14149
36,36,alabama,AL,jackson,52501,1.06E+10,176043060,1.14E+03,69.93318486,Relatively Low,62.6865672,66.57381616,Relatively Low,62.6865672,55.28,Relatively Moderate,0.298507463,21.99,Relatively Low,0.402985075,NA,NA,Not Applicable,NA,NA,Not Applicable,4,85.49157,Relatively High,777,70.82405,Relatively Low,NA,84.21889914,Relatively Low,168,55.0429526,Relatively Low,1.00E+00,39.77092,Relatively Low,5,55.7200538,Very Low,51,73.71752165,Relatively Moderate,3,75.232894,Relatively Low,1573,79.18275418,Relatively Moderate,33,58.47916,Relatively Low,179,71.2058543,Relatively Moderate,44,89.75501114,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,15.94018454,Very Low,2.00E+01,71.492205,Relatively Moderate,23-Mar,"jackson, alabama",-87.89444,31.50905
37,37,alabama,AL,jefferson,673766,1.28E+11,5664806,1.14E+03,96.46834235,Relatively High,97.0149254,96.28597957,Relatively High,97.0149254,75.62,Relatively High,0.656716418,80.55,Very High,0.985074627,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,721,27.58511,Very Low,NA,95.29112313,Relatively Moderate,148,59.8790964,Relatively Low,6.00E+00,96.30926,Relatively High,8,79.8564379,Relatively Low,32,40.70619587,Relatively Low,2,92.001285,Relatively Moderate,2431,94.27284427,Relatively High,95,99.554566,Very High,90,85.1415845,Relatively Moderate,79,99.45911549,Very High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,54.34298441,Very Low,1.70E+01,47.979637,Relatively Low,23-Mar,"jefferson, alabama",-87.90172,32.38596
38,38,alabama,AL,lamar,13961,2.41E+09,11886848,6.12E+02,29.68501432,Very Low,16.4179105,26.83379759,Very Low,17.9104478,55.19,Relatively Moderate,0.28358209,14.48,Very Low,0.179104478,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,434,50.20681,Relatively Low,NA,69.64683423,Relatively Low,137,54.629335,Relatively Low,6.00E+00,49.82501,Relatively Low,8,54.9125168,Very Low,61,61.15922718,Relatively Moderate,0,56.569226,Relatively Low,2068,75.12870013,Relatively Moderate,48,34.202991,Very Low,84,44.2252625,Relatively Low,36,58.32007636,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,11.80400891,Very Low,1.40E+01,32.675787,Relatively Low,23-Mar,"lamar, alabama",-88.09008,33.69236
39,39,alabama,AL,lauderdale,93509,1.70E+10,82950961,7.27E+02,76.36016545,Relatively Low,76.119403,76.23026927,Relatively Low,77.6119403,47.45,Relatively Moderate,0.194029851,53.88,Relatively Moderate,0.835820896,NA,NA,Not Applicable,NA,NA,Not Applicable,2,78.39644,Relatively Moderate,420,36.04836,Very Low,NA,91.66401527,Relatively Low,149,45.8797327,Relatively Low,1.30E+01,88.51416,Relatively Moderate,7,58.0080754,Very Low,63,65.15656229,Relatively Moderate,0,40.603919,Relatively Low,2021,84.71685972,Relatively Moderate,80,72.287623,Relatively Low,166,74.1011772,Relatively Moderate,42,90.90041362,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,27.64874324,Very Low,1.70E+01,50.493159,Relatively Low,23-Mar,"lauderdale, alabama",-87.65811,34.88409
40,40,alabama,AL,lawrence,33012,5.29E+09,244180791,7.24E+02,60.45179765,Relatively Low,52.238806,59.11482513,Relatively Low,52.238806,42.39,Relatively Moderate,0.104477612,29.63,Relatively Low,0.52238806,NA,NA,Not Applicable,NA,NA,Not Applicable,2,66.11518,Relatively Moderate,490,45.40248,Very Low,NA,80.55997455,Relatively Low,164,41.9344575,Very Low,1.20E+01,75.02386,Relatively Moderate,5,54.3292956,Very Low,55,43.83744171,Relatively Low,0,32.412464,Relatively Low,1736,70.72072072,Relatively Moderate,39,37.989182,Relatively Low,188,64.142539,Relatively Moderate,41,86.09608654,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,12.31307668,Very Low,1.60E+01,25.580655,Relatively Low,23-Mar,"lawrence, alabama",-87.30161,34.56743
41,41,alabama,AL,lee,173871,2.95E+10,37149731,6.22E+02,70.82405345,Relatively Low,65.6716418,70.44258743,Relatively Low,70.1492537,67.95,Relatively High,0.447761194,46.66,Relatively Moderate,0.71641791,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1456,64.42889,Relatively Low,NA,78.9055043,Relatively Low,96,44.6706968,Very Low,6.00E+00,93.28667,Relatively Moderate,15,80.8882907,Relatively Low,35,31.67888075,Relatively Low,0,84.131063,Relatively Moderate,1393,90.83011583,Relatively High,20,57.938276,Relatively Low,36,67.1651289,Relatively Moderate,42,73.87846007,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,48.10690423,Very Low,6.00E+00,20.458161,Very Low,23-Mar,"lee, alabama",-85.39628,32.58887
42,42,alabama,AL,limestone,101053,1.75E+10,150727980,6.13E+02,73.59210945,Relatively Low,73.1343284,74.31135871,Relatively Low,74.6268657,46.02,Relatively Moderate,0.179104478,68.2,Relatively High,0.910447761,NA,NA,Not Applicable,NA,NA,Not Applicable,2,77.69647,Relatively Moderate,588,77.85555,Relatively Low,NA,90.42316258,Relatively Low,156,41.2981228,Very Low,1.10E+01,85.77792,Relatively Moderate,5,56.2584118,Very Low,58,72.81812125,Relatively Moderate,0,29.328622,Relatively Low,1815,82.46460746,Relatively Moderate,51,52.624881,Relatively Low,214,79.4145721,Relatively Moderate,65,89.11867642,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,38.68915049,Very Low,1.70E+01,78.26917,Relatively Moderate,23-Mar,"limestone, alabama",-86.94238,34.78001
43,43,alabama,AL,lowndes,10307,1.73E+09,92761355,7.32E+02,26.50334076,Very Low,11.9402985,18.35345094,Very Low,8.9552239,89.97,Very High,0.865671642,19.16,Very Low,0.298507463,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,630,76.58288,Relatively Low,NA,40.53452116,Very Low,69,33.7257397,Very Low,6.00E+00,54.69297,Relatively Low,14,62.3149394,Very Low,27,8.49433711,Very Low,0,67.298426,Relatively Low,1729,62.32303732,Relatively Low,16,22.717149,Very Low,48,31.6576519,Relatively Low,22,60.06999682,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,12.02672606,Very Low,5.00E+00,14.762965,Very Low,23-Mar,"lowndes, alabama",-86.66111,32.22146
44,44,alabama,AL,macon,19491,3.19E+09,22441798,6.19E+02,20.9990455,Very Low,5.9701493,17.82729805,Very Low,7.4626866,88.96,Very High,0.820895522,42.97,Relatively Moderate,0.671641791,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1330,59.78365,Relatively Low,NA,47.53420299,Very Low,93,44.1298123,Very Low,6.00E+00,66.11518,Relatively Low,16,67.6087932,Relatively Low,34,14.89007328,Very Low,0,61.933826,Relatively Low,1491,52.02702703,Relatively Low,10,16.640153,Very Low,42,25.389755,Relatively Low,20,40.88450525,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,25.23067133,Very Low,5.00E+00,4.613427,Very Low,23-Mar,"macon, alabama",-85.68458,32.37312
45,45,alabama,AL,madison,387825,7.46E+10,80698147,8.21E+02,91.28221444,Relatively Moderate,94.0298507,92.07675642,Relatively Moderate,95.5223881,35.96,Relatively Low,0.089552239,79.38,Relatively High,0.970149254,NA,NA,Not Applicable,NA,NA,Not Applicable,2,91.95037,Relatively High,686,47.69329,Very Low,NA,94.87750557,Relatively Moderate,162,64.4607063,Relatively Low,1.10E+01,97.32739,Relatively High,4,67.833109,Relatively Low,58,87.54163891,Relatively High,0,80.019274,Relatively Moderate,1790,98.80952381,Very High,87,71.205854,Relatively Low,208,92.3321667,Relatively High,69,98.34552975,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,54.27935094,Very Low,2.00E+01,95.60929,Relatively High,23-Mar,"madison, alabama",-86.74833,34.69926
46,46,alabama,AL,marengo,19291,3.27E+09,18221749,9.93E+02,41.26630608,Very Low,23.880597,36.45930053,Very Low,26.8656716,81.13,Very High,0.746268657,27.75,Relatively Low,0.507462687,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,441,53.96118,Relatively Low,NA,63.69710468,Very Low,78,35.8892778,Very Low,6.00E+00,56.06109,Relatively Low,22,70.3454464,Relatively Low,35,15.02331779,Very Low,0,58.14327,Relatively Low,1893,40.05791506,Relatively Low,13,24.180719,Very Low,56,46.6433344,Relatively Low,41,70.47406936,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,17.05377028,Very Low,1.00E+01,29.844098,Relatively Low,23-Mar,"marengo, alabama",-87.77633,32.24591
47,47,alabama,AL,marion,29281,5.47E+09,120817635,7.51E+02,57.97009227,Relatively Low,46.2686567,53.97709687,Relatively Low,44.7761194,68.33,Relatively High,0.47761194,14.39,Very Low,0.164179104,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,483,20.42634,Very Low,NA,79.60547248,Relatively Low,157,60.0381801,Relatively Low,6.00E+00,65.25612,Relatively Low,5,58.9950651,Very Low,48,46.2691539,Relatively Low,0,54.641825,Relatively Low,1952,76.35135135,Relatively Moderate,21,21.985364,Very Low,128,62.5835189,Relatively Moderate,38,84.60069997,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,14.85841553,Very Low,1.60E+01,24.435253,Very Low,23-Mar,"marion, alabama",-87.31917,32.63235
48,48,alabama,AL,marshall,97552,1.74E+10,325301846,6.29E+02,85.17340121,Relatively Moderate,82.0895522,81.92510059,Relatively Low,80.5970149,62.22,Relatively High,0.358208955,40.39,Relatively Moderate,0.626865672,NA,NA,Not Applicable,NA,NA,Not Applicable,2,73.08304,Relatively Moderate,700,46.007,Very Low,NA,88.00509068,Relatively Low,178,56.1247216,Relatively Low,6.00E+00,85.58702,Relatively Moderate,6,67.56393,Relatively Low,52,75.34976682,Relatively Moderate,0,52.39319,Relatively Low,1555,89.06048906,Relatively Moderate,42,35.125676,Relatively Low,170,89.8186446,Relatively High,63,97.26376074,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,21.03086223,Very Low,2.00E+01,41.902641,Relatively Low,23-Mar,"marshall, alabama",-86.33768,34.36523
49,49,alabama,AL,mobile,414514,7.60E+10,103890465,1.66E+03,98.79096405,Relatively High,100,98.79294336,Relatively High,100,79.47,Relatively High,0.671641791,74.6,Relatively High,0.955223881,NA,NA,Not Applicable,NA,61.36821,Relatively Low,0,0,No Rating,413,86.03245,Relatively Moderate,NA,82.08717786,Relatively Low,48,68.6923322,Relatively Low,1.17E+01,97.16831,Relatively High,49,99.4167788,Very High,29,60.09327115,Relatively Moderate,0,40.089945,Relatively Low,2635,99.29214929,Very High,87,97.518295,Relatively High,50,46.8342348,Relatively Low,67,92.96850143,Relatively High,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,94.94113904,Relatively Moderate,2.28E+00,70.092269,Relatively Moderate,23-Mar,"mobile, alabama",-88.03989,30.69537
50,50,alabama,AL,monroe,19743,3.71E+09,40656870,1.04E+03,58.8927776,Relatively Low,50.7462687,54.22469824,Relatively Low,47.761194,72.41,Relatively High,0.597014925,17.63,Very Low,0.223880597,NA,NA,Not Applicable,NA,16.09658,Very Low,0,0,No Rating,420,66.40153,Relatively Low,NA,41.80719058,Very Low,60,30.7349666,Very Low,9.07E+00,61.72447,Relatively Low,28,83.4006281,Relatively Low,13,5.42971352,Very Low,0,62.158689,Relatively Low,2239,79.40797941,Relatively Moderate,18,14.03118,Very Low,63,26.598791,Relatively Low,23,53.54756602,Relatively Low,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,40.62997136,Very Low,4.02E+00,15.017499,Very Low,23-Mar,"monroe, alabama",-87.32471,31.52794
51,51,alabama,AL,montgomery,228847,4.62E+10,53770976,8.08E+02,86.25517022,Relatively Moderate,83.5820896,84.80346642,Relatively Moderate,83.5820896,90.32,Very High,0.880597015,67.92,Relatively High,0.895522388,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1071,53.0385,Relatively Low,NA,88.67324213,Relatively Low,77,39.8663697,Very Low,6.00E+00,96.91378,Relatively High,13,83.6698071,Relatively Low,28,50.7661559,Relatively Low,0,51.172502,Relatively Low,1642,94.59459459,Relatively High,35,54.852052,Relatively Low,47,90.5186128,Relatively High,45,95.76837416,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,45.02068088,Very Low,5.00E+00,24.021635,Very Low,23-Mar,"montgomery, alabama",-86.30774,32.37922
52,52,alabama,AL,morgan,123349,2.17E+10,114390631,6.05E+02,88.13235762,Relatively Moderate,88.0597015,87.27948004,Relatively Moderate,85.0746269,64.13,Relatively High,0.373134328,49.33,Relatively Moderate,0.76119403,NA,NA,Not Applicable,NA,NA,Not Applicable,2,81.57811,Relatively Moderate,665,53.64302,Relatively Low,NA,91.21858097,Relatively Low,172,53.4839325,Relatively Low,1.10E+01,91.85492,Relatively Moderate,6,65.948856,Relatively Low,50,74.28381079,Relatively Moderate,0,30.452939,Relatively Low,1662,79.66537967,Relatively Moderate,56,77.346484,Relatively Moderate,191,90.8367801,Relatively High,42,98.05917913,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,31.33948457,Very Low,1.80E+01,85.014318,Relatively Moderate,23-Mar,"morgan, alabama",-86.86218,34.42409
53,53,alabama,AL,perry,8480,1.46E+09,42634222,7.31E+02,13.71301304,Very Low,2.9850746,10.73970907,Very Low,2.9850746,91.37,Very High,0.895522388,10.88,Very Low,0.119402985,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,581,48.2978,Very Low,NA,49.88864143,Very Low,95,28.3168947,Very Low,6.00E+00,45.8161,Relatively Low,13,60.6998654,Very Low,16,4.43037975,Very Low,0,59.267588,Relatively Low,1727,34.65250965,Relatively Low,9,9.06777,Very Low,44,16.8628699,Very Low,33,44.25707922,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,5.88609609,Very Low,1.00E+01,4.77251,Very Low,23-Mar,"perry, alabama",-87.30161,32.59889
54,54,alabama,AL,pickens,19095,3.02E+09,101852684,8.99E+02,44.82978046,Very Low,29.8507463,34.35468895,Very Low,23.880597,93.79,Very High,0.955223881,9.48,Very Low,0.104477612,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,539,62.96532,Relatively Low,NA,73.05122494,Relatively Low,125,50.2386255,Relatively Low,6.00E+00,66.14699,Relatively Low,12,63.0776133,Relatively Low,53,22.15189873,Very Low,0,69.354321,Relatively Low,2163,76.8018018,Relatively Moderate,14,45.116131,Relatively Low,67,40.5981546,Relatively Low,54,73.3693923,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,15.49475024,Very Low,1.30E+01,41.870824,Relatively Low,23-Mar,"pickens, alabama",-88.09008,33.334
55,55,alabama,AL,pike,32965,6.51E+09,159228783,6.80E+02,63.25167038,Relatively Low,53.7313433,60.32188177,Relatively Low,53.7313433,80.59,Very High,0.686567164,49.52,Relatively Moderate,0.776119403,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,847,74.8966,Relatively Low,NA,49.47502386,Very Low,65,50.302259,Relatively Low,6.00E+00,70.50589,Relatively Low,15,83.8492598,Relatively Low,20,12.8580946,Very Low,0,52.29682,Relatively Low,1652,82.11068211,Relatively Moderate,12,10.499523,Very Low,57,66.5606109,Relatively Moderate,42,53.35666561,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,17.40375437,Very Low,3.00E+00,18.835507,Very Low,23-Mar,"pike, alabama",-86.01216,31.83952
56,56,alabama,AL,randolph,21932,3.90E+09,175167422,5.90E+02,29.46229717,Very Low,14.9253731,26.21479418,Very Low,16.4179105,53.47,Relatively Moderate,0.268656716,24.47,Relatively Low,0.47761194,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1225,41.17086,Very Low,NA,50.27044225,Very Low,159,39.834553,Very Low,6.00E+00,60.80178,Relatively Low,11,66.218035,Relatively Low,33,32.47834777,Relatively Low,0,57.66142,Relatively Low,1568,48.55212355,Relatively Low,21,31.530385,Very Low,54,26.3760738,Relatively Low,17,61.40629971,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,45.7524658,Very Low,1.60E+01,14.540248,Very Low,23-Mar,"randolph, alabama",-86.91125,32.89963
57,57,alabama,AL,russell,59131,7.96E+09,29918008,6.54E+02,39.26185173,Very Low,22.3880597,33.5809347,Very Low,22.3880597,89.18,Very High,0.835820896,15.91,Very Low,0.194029851,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1239,80.01909,Relatively Low,NA,53.22939866,Very Low,85,60.7381483,Relatively Low,6.00E+00,79.86001,Relatively Moderate,13,70.9286676,Relatively Low,35,20.65289807,Very Low,0,61.965949,Relatively Low,1447,71.23552124,Relatively Moderate,17,28.953229,Very Low,39,23.8625517,Relatively Low,30,56.41107222,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,30.79860006,Very Low,4.00E+00,33.72574,Relatively Low,23-Mar,"russell, alabama",-85.1894,32.35525
58,58,alabama,AL,st. clair,90899,1.31E+10,66805274,6.60E+02,70.79223672,Relatively Low,64.1791045,70.9996905,Relatively Low,73.1343284,32.24,Relatively Low,0.044776119,48.5,Relatively Moderate,0.746268657,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,679,45.49793,Very Low,NA,78.33280305,Relatively Low,167,28.1259943,Very Low,6.00E+00,86.82787,Relatively Moderate,7,58.5464334,Very Low,25,28.98067955,Very Low,0,83.327979,Relatively Moderate,2277,89.15701416,Relatively Moderate,24,43.938912,Relatively Low,108,76.5192491,Relatively Moderate,42,91.47311486,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,21.82628062,Very Low,1.60E+01,28.412345,Relatively Low,23-Mar,"st. clair, alabama",-86.33768,33.65301
59,59,alabama,AL,shelby,222782,4.22E+10,18977528,8.18E+02,87.4005727,Relatively Moderate,86.5671642,89.44599195,Relatively Moderate,91.0447761,11.55,Very Low,0.014925373,74.09,Relatively High,0.940298507,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,840,51.19313,Relatively Low,NA,87.846007,Relatively Low,136,50.3658925,Relatively Low,6.00E+00,93.89119,Relatively Moderate,12,72.7231943,Relatively Low,27,40.93937375,Relatively Low,1,87.407645,Relatively Moderate,2126,73.13384813,Relatively Moderate,36,47.216036,Relatively Low,67,81.3872097,Relatively Moderate,40,98.1228126,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,45.56156538,Very Low,1.50E+01,41.139039,Relatively Low,23-Mar,"shelby, alabama",-86.58359,33.10865
60,60,alabama,AL,sumter,12322,3.24E+09,25071193,9.23E+02,51.06586064,Relatively Low,38.8059702,40.17332095,Very Low,29.8507463,96.53,Very High,0.985074627,7.54,Very Low,0.059701493,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,336,53.35667,Relatively Low,NA,72.44670697,Relatively Low,108,36.8437798,Very Low,6.00E+00,58.89278,Relatively Low,16,69.9416779,Relatively Low,43,16.4556962,Very Low,0,71.217475,Relatively Low,2088,57.75418275,Relatively Low,18,54.152084,Relatively Low,71,53.4202991,Relatively Low,24,76.2328985,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,24.11708559,Very Low,1.10E+01,30.830417,Relatively Low,23-Mar,"sumter, alabama",-88.24612,32.61556
61,61,alabama,AL,talladega,81988,1.50E+10,46328446,7.68E+02,71.81037226,Relatively Low,67.1641791,67.03806871,Relatively Low,64.1791045,87.68,Very High,0.805970149,37.87,Relatively Low,0.582089552,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,938,51.25676,Relatively Low,NA,79.70092269,Relatively Low,150,44.4479796,Very Low,6.00E+00,81.54629,Relatively Moderate,9,72.6334679,Relatively Low,25,30.57961359,Relatively Low,0,88.339223,Relatively Moderate,2058,89.25353925,Relatively Moderate,24,29.494114,Very Low,73,55.838371,Relatively Low,33,91.50493159,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,33.37575565,Very Low,1.60E+01,41.966274,Relatively Low,23-Mar,"talladega, alabama",-86.1058,33.43594
62,62,alabama,AL,tallapoosa,41279,8.55E+09,18960715,7.74E+02,50.0477251,Relatively Low,37.3134328,43.82544104,Very Low,35.8208955,89.27,Very High,0.850746269,43.25,Relatively Moderate,0.686567164,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,1421,39.83455,Very Low,NA,68.31053134,Relatively Low,120,34.5847916,Very Low,6.00E+00,79.03277,Relatively Moderate,14,74.2934051,Relatively Low,32,29.91339107,Very Low,0,60.424028,Relatively Low,1540,84.62033462,Relatively Moderate,15,20.967229,Very Low,44,23.9898186,Relatively Low,33,70.25135221,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,41.83900732,Very Low,1.00E+01,16.226535,Very Low,23-Mar,"tallapoosa, alabama",-85.84862,32.92012
